DCS,1) Defense Communications System
DCS,2) Deputy Chief of Staff
DCT,Donations Coordination Team
DCWDB,Direction, Control, and Warning Database
DD,1) Damaged Dwelling
DD,2) Direct Dial
DDD,Direct Distance Dialing
DDE,Dynamic Data Exchange
DDP,Data-Derived Product
DDRM,Deputy Disaster Recovery Manager
DEA,1) Drug Enforcement Administration
DEA,2) Data Exchange Agreement
DEC,1) Director’s Executive Council
DEC,2) DCI Environmental Center
DEC,3) Disasters Emergency Committee
DECD,Department of Economic and Community Development
Decon,Decontamination
DED,Department of Education
DEFCON,Defense Condition
DEM,1) Digital Elevation Model
DEM,2) Division of Emergency Management
DEM,3) Department of Environmental Management
DEP,1) Domestic Emergency Preparedness
DEP,2) Department of Environmental Protection
DEPER,Deployed Personnel Report
DEPS,Domestic Emergency Planning System
DEPSECDEF,Deputy Secretary of Defense
DERC,Damage Estimates, Ranges and Casualties
DERF,Defense Emergency Response Fund
DES,1) Division of Emergency Services
DES,2) Disaster Emergency Services
DES,3) Data Encryption Standard
DEST,Domestic Emergency Support Team
DEW,Distant Early Warning
DFA,Direct Federal Assistance
DFAS,Defense Accounting and Finance Service
DFC,Disaster Finance Center
DFCO,Deputy Federal Coordinating Officer
DFCO-M,Deputy Federal Coordinating Officer for Mitigation
DFIRM,Digital Flood Insurance Rate Map
DFO,Disaster Field Office
DFOM,Disaster Field Operations Management
DFSG,Disaster Financial Services Group
DFSR,Disaster Financial Status Report
DFTO,Disaster Field Training Office (or Organization)
DGCO,Deputy Grant Coordinating Officer
DH,Disaster Housing
DHA,Disaster Housing Assistance
DHC,Disaster Housing Checkwriter
DHCD,Department of Housing and Community Development
DHF,Dengue Haemorrhagic Fever
DHHS,Department of Health and Human Services
DHO,Disaster Housing Officer
DHP,Disaster Housing Program
DHS,Department of Human Services
DHUD,Department of Housing and Urban Development (also HUD)
DIA,Defense Intelligence Agency
DIAO,Deputy Individual Assistance Officer
DID,Direct Inward Dial
DIFAX,Digital Facsimile
DII,Defense Information Infrastructure
DIR,1) Director
DIR,2) Domestic Imagery Requirement
DIRC,Disaster Information Resource Center
DIRNSA,Director, National Security Agency
DIS,Defense Investigative Service
DISA,Defense Information Systems Agency
DISC,Disaster Information Systems Clearinghouse
DISCO,Defense Industrial Security Clearance Office(r)
DISN,Defense Information System Network
DISUM,1) Disaster Summary
DISUM,2) Daily Intelligence Summary
DLA,Defense Logistics Agency
DLG,Digital Line Graph
DLL,Dynamic-Link Library(ies)
DLS,Disaster Legal Services
DM,Diphenylaminochloroarsine (symbol for)
DMA,1) Defense Mapping Agency
DMA,2) Designated Market Area
DMA,3) Disaster Mitigation Act
DMAC,Disaster Management Advisory Committee
DMAT,Disaster Medical Assistance Team
DMA2K,Disaster Mitigation Act of 2000
DMH,Disaster Mental Health
DMHT,Disaster Mental Health Team
DMIS,Disaster Management Information System
DMORT,Disaster Mortuary Team
DMRIS,Defense Medical Regulating Information System
DMSS,Defense Medical Surveillance System
DMV,Department of Motor Vehicles
DNA,Defense Nuclear Agency
DNAT,Defense Nuclear Advisory Team
DNF,Did Not Finish
DNR,Department of Natural Resources
DNS,1) Department of Nuclear Safety
DNS,2) Domain Name Server
DO,1) Digital Orthophoto
DO,2) Director of Operations
DO,3) Delivery Order
DOA,Dead On Arrival
DOB,1) Date of Birth
DOB,2) Duplication of Benefits
DOC,1) Department of Commerce
DOC,2) Department of Conservation
DOC,3) Department of Corrections
DOC,4) Discrete Organic Chemicals
DOD or DoD,Department of Defense
DODRDB,DoD Resources Data Base
DOE,Department of Energy
DOEd,Department of Education
DOI,Department of the Interior
DOJ,Department of Justice
DOL,Department of Labor
DOLP,Disaster Operations Leadership Program
DOM,Disaster Operations Manual
DOMS,Director of Military Support
DON,Donation(s)
DONAT,Donation(s)
DOQ,Digital Orthophoto Quadrangle
DOS,1) Department of State
DOS,2) Disk Operating System
DOT,Department of Transportation
DP,1) Disaster Preparedness
DP,2) Diphosgene (symbol for)
DPA,1) Delegation of Procurement Authority
DPA,2) Defense Production Act
DPA,3) Deepwater Ports Act
DPAO,1) Deputy Public Affairs Officer
DPAO,2) Deputy Public Assistance Officer
DPAS,Defense Priorities and Allocations System
DPC,Domestic Policy Council
DPIG,Disaster Preparedness Improvement Grant
DPMT,Disaster Pediatric Medical Team
DPOD,Disaster Personnel Operations Division
DPP,1) Domestic Preparedness Program
DPP,2) Disaster Processing Procedures
DPRE,Displaced Persons, Refugees and Evacuees
DPS,Department of Public Safety
DPW,Department of Public Works
DR,1) Disaster Declaration Number
DR,2) Disaster Response
DR,3) Disaster Recovery
DRASH,Deployable Rapid-Assembly Shelter
DRAT,District Response Advisory Team
DRC,Disaster Recovery Center
DRD,Deputy Regional Director
DRES,Disaster Response Evaluation System
DRF,1) Disaster Relief Fund
DRF,2) Disaster Response Force
DRG,1) District Response Group
DRG,2) Digital Raster Graphic
DRM,Disaster Recovery Manager
DRT,Disaster Response Team (NIMA)
DRTF,Disaster Relief Task Force
DRU,1) Disaster Resistant Universities
DRU,2) Direct Reporting Unit
DRU,3) Disaster Response Unit
DSB,Defense Science Board
DSCO,Deputy State Coordinating Officer
DSCS,Defense Satellite Communications System
DSFO,Deputy Senior FEMA Official
DSN,Defense Switched Network
DSO,1) Director of Site Operations
DSO,2) Disaster Safety Officer
DSP,Disaster Support Package
DSR,Damage Survey Report
DSWA,Defense Special Weapons Agency
DTAPPS,Disposable Toxicological Agent Personal Protection System
DTE,Disaster Temporary Employee
DTED,Digital Terrain Elevation Data
DTG,Date-Time Group
DTMS,Disaster Transportation Management System
DTOS,Deployable Tactical Operations System
DTRA,Defense Threat Reduction Agency
DTRG,Defense (or DoD) Technical Response Group
DTS,Diplomatic Telecommunications Service
DTSA,Defense Technical Security Agency
DU,Dobson Unit
DUA,Disaster Unemployment Assistance
DULL SWORD,Nuclear safety deficiency
DUS,Deputy Under Secretary
DUST OFF,Medical Evacuation via Helicopter (slang)
DV,Distinguished Visitor
DVA,Department of Veterans Affairs
DW,Data Window
DWI,1) Disaster Welfare Information (or Inquiry)
DWI,2) Driving While Intoxicated
DWR,Department of Water Resources
DWT,Dead Weight
EA,1) External Affairs
EA,2) Emergency Action(s)
EA,3) Environmental Assessment
EAD,Executive Associate Director (obsolete)
EADRCC,Euro-Atlantic Disaster Response Coordination Center
EAM,Emergency Action Message
EAO,Emergency Action Officer
EAP,1) Employee Assistance Program
EAP,2) Emergency Action Procedures
EAP,3) Emergency Action Plan
EAR,Emergency Alert Radio
EAS,Emergency Alert System
EBS,Emergency Broadcast System (obsolete; see EAS)
EBW,Exploding (or Electronic) Bridge Wire
EC,Emergency Coordinator
ECA,Earth-orbit Crossing Asteroid
ECCV,Emergency Command and Control Vehicle
ECD,1) Estimated Completion Date
ECD,2) Emergency Contacts Directory
ECFG,Emergency Coordination Functional Group
ECG,1) Exercise Control Group
ECG,2) Emergency Coordination Group
ECI,Export-Controlled Information
ECL,Emergency Classification Level
ECP,Emergency Conservation Program
ECS,1) Emergency Communications Staff
ECS,2) Emergency Coordinating Staff
ECS,3) Electronic Certification System
ECT,1) Exercise Control Team
ECT,2) Emergency Coordinating Team
ECWAG,Emergency Community Water Assistance Grant
ED,Ethyldichloroarsine (symbol for)
EDA,Economic Development Administration
EDAC,Economic Defense Advisory Committee
EDC,1) EROS Data Center
EDC,2) Energy Disruption Committee
EDI,Electronic Data Interchange
EDIS,Emergency Disaster Information System
EDR,Economic Development Representative
EDS,Explosive Detection System
EDT,Eastern Daylight Time  (GMT - 4)
EEE,1) Essential Evaluation Elements
EEE,2) Eastern Equine Encephalitis
EEI,Essential Elements of Information
EEM,Exercise Evaluation Methodology
EENET,Emergency Education Network
EEO,Equal Employment Opportunity
EEOC,Equal Employment Opportunity Commission
EER,Eligible Existing Resources
EERI,Earthquake Engineering Research Institute
EEX,Employee Express
EFAP,Emergency Feed Assistance Program
EFO,Emergency Field Office
EFP,Emergency Feed Program
EFS,Emergency Food and Shelter
EFSNB,Emergency Food and Shelter National Board
EFSP,Emergency Food and Shelter Program
EFT,Electronic Funds Transfer
EHM,Earthquake Hazard Mitigation
EHS,Extremely Hazardous Substance
EICC,Emergency Information and Coordination Center
EIDA,Executive Information and Display Area
EIDL,Economic Injury Disaster Loan
EIPP,Emergency Information Infrastructure Partnership
EIMA,Emergency Information and Media Affairs
EIO,Emergency Information Officer
EIPA,Emergency Information and Public Affairs (obsolete; see EIMA)
EIRS,Emergency Information Retrieval System
EIS,1) Emergency Information System
EIS,2) Environmental Impact Statement
EIT,Electronic and Information Technology
EJ,Environmental Justice
ELINT,Electronic Intelligence
ELO,Environmental Liaison Officer
ELR,Employee Labor Relations
ELT,Evacuation Liaison Team
EM,1) Emergency Management (or Manager)
EM,2) Exercise Manual
EMA,Emergency Management Agency
EMAC,Emergency Management Assistance Compact
E-mail,Electronic Mail
EMAP,Emergency Management Accreditation Program
EMAS,Emergency Management Assessment System
EMD,1) Emergency Management Division
EMD,2) Emergency Management Director
EMERCOM,Emergency Command
EMERGCON,Emergency Condition
EMERS,Emergency Management Exercise Reporting System
EMI,1) Emergency Management Institute
EMI,2) Electromagnetic Interference
EMNPP,Emergency Management and National Preparedness Program
EMOC,Emergency Management Operations Center (or Course)
EMP,Electromagnetic Pulse
EMPA,Emergency Management Planning and Assistance
EMPG,Emergency Management Performance Grant
EMPO,Emergency Medical Preparedness Office
EMPTY QUIVER,Theft, seizure, or loss of a nuclear weapon or component
EMR,1) Environmental Management Review
EMR,2) Electromagnetic Radiation
EMR,3) Emergency Minimal Repair
EMRT,Emergency Medical Response Team
EMS,1) Emergency Medical System (or Services)
EMS,2) Emergency Management Specialist
EMSHG,Emergency Management Strategic Healthcare Group
EMSSA,Emergency Medical Services System Act
EMT,1) Emergency Medical Technician
EMT,2) Emergency Management Team
EMT-P,Emergency Medical Technician - Paramedic
EMWIN,Emergency Managers Weather Information Network
ENDEX,End of Exercise
ENR,Environmental and Natural Resources
ENSO,El Nino / Southern Oscillation
EO,1) Executive Order
EO,2) Electro-Optical
EOC,1) Emergency Operations Center
EOC,2) European Olympic Committee(s)
EOD,1) Explosive Ordnance Disposal
EOD,2) Entered On Duty
EOE,Equal Opportunity Employer
EOEA,Executive Office of Environmental Affairs
EOF,1) Emergency Operating Facility
EOF,2) End-of-File
EOM,End of Month
EOP,1) Emergency Operations Plan
EOP,2) Executive Office of the President
EOS,1) Earth-Observing System
EOS,2) Emergency Operations Software
EOS,3) Equation Of State
EOT,Emergency Operations Team
EOV,Emergency Operations Vehicle
EOW,Envelope Of Water
EP,Electric Power
EPA,Environmental Protection Agency
EPC,Emergency Preparedness Canada
EPCRA,Emergency Planning and Community Right-to-Know Act
EPG,Emergency Planning Guide
EPI,Emergency Public Information
EPIC,Emergency Preparedness Information Coordinator
EPLO,Emergency Preparedness Liaison Officer
EPOC,Emergency Point(s) of Contact
EPP,Executive Potential Program
EPPM,Emergency Planning, Preparedness, and Mobilization
EPS,Encapsulated PostScript
EPZ,Emergency Planning Zone
EQUIP,Earthquake Impacts Projection (Model)
EQPCE,Earthquake Preparedness Center of Expertise
ER,1) Emergency Relief
ER,2) Emergency Room
ER,3) Equal Rights
ERA,Equal Rights Amendment
ERAMS,Environmental Radiation Ambient Monitoring System 
ERB,Economic Resources Board
ERC,Emergency Response Coordinator
ERCG,Emergency Response Coordination Group
ERCP,Emergency Response Concept Plan
ERDEC,Edgewood Research, Development and Engineering Center
ERF,Emergency Response Facility
ERG,Emergency Relocation Group
ERLink,Emergency Response Link
ERM,Elevation Reference Mark
ERMS,Emergency Resource Management System
EROS,Earth Resources Observing Satellite
ERP,Emergency Response Plan
ERRO,Emergency Response/Recovery Office (USACE)
ERRS,Emergency and Rapid Response Services
ERS,1) Emergency Relocation Site
ERS,2) Executive Reporting System
ERT,1) Emergency Response Team
ERT,2) Environmental Response Team
ERT,3) Evidence Response Team
ERT-A,Emergency Response Team - Advance Element
ERT-N,National Emergency Response Team
ERT-S,Emergency Response Team Support Capability
ERV,Emergency Response Vehicle
ES,Emergency Support
ESA,Endangered Species Act
ESDRB,Emergency Services and Disaster Relief Branch
ESF,Emergency Support Function
ESF 01,Transportation Emergency Support Function 
ESF 02,Communications Emergency Support Function
ESF 03,Public Works and Engineering Emergency Support Function 
ESF 04,Firefighting Emergency Support Function
ESF 05,Information and Planning Emergency Support Function 
ESF 06,Mass Care Emergency Support Function
ESF 07,Resource Support Emergency Support Function 
ESF 08,Health and Medical Services Emergency Support Function
ESF 09,Urban Search and Rescue Emergency Support Function 
ESF 10,Hazardous Materiel Emergency Support Function
ESF 11,Food Emergency Support Function
ESF 12,Energy Emergency Support Function
ESFLG,Emergency Support Function Leaders Group
ESIC,Earth Science Information Center
ESP,Electric Service Priority
ESSV,Emergency Support Service Vehicle
EST,1) Emergency Support Team
EST,2) Eastern Standard Time 
ESTED,Estimated Safe Time before Evacuation Decisions
ETA,1) Estimated Time of Arrival
ETA,2) Employment and Training Administration
ETC,1) et cetera
ETC,2) Emergency Transportation Center
ETD,Estimated Time of Departure
ETE,1) Estimated Time Enroute
ETE,2) Evacuation Time Estimate
ETIC,Estimated Time in Commission
ETIS,Emergency Traffic Information System
ETO,Exercise and Training Officer
ETOC,Emergency Tactical Operations Center
ETRMS,Emergency Transportation Resource Management System
ETT,Eligible Travel Trailer
EWO,Emergency War Order
EWP,Emergency Watershed Protection
EWRI,Environmental and Water Resources Institute
EXORD,Execution Order
EXPLAN,Exercise Plan
FAA,1) Federal Aviation Administration
FAA,2) Foreign Assistance Act
FAAS,FEMA Automated Acquisition System
FAAT,FEMA Acronyms, Abbreviations, & Terms
FAB,FEMA Advisory Board
FAC,Family Assistance Center
FACNET,Federal Acquisition Network
FACTS,FEMA Action and Correspondence Tracking System
FADED GIANT,Nuclear reactor radiological incident/ accident
FAE,Fuel Air Explosives
FAEST,Forward Area Emergency Support Trailers
FAIH,Federal Assistance to Individuals and Households
FAIR,Fair Access to Insurance Requirements
FAMA,Fire Apparatus Manufacturer’s Association
FAMAS,Facility Accreditation Management and Administration System
FANMAP,FEMA Automated Network Management Program
FAO,1) Federal Approving Officer (or Official)
FAO,2) Food & Agricultural Organization (UN)
FAOC,FEMA Alternate Operations Center
FAPRS,Federal Access Program Retrieval System
FAQ,Frequently Asked Question(s)
FAR,Federal Acquisition Regulation
FARS,Financial Accounting and Reporting System
FAS,Foreign Agricultural Service
FASSE,Federal Agency Support Service Element
FAsT,Field Assessment Team (obsolete; see RNA)
FAX,Facsimile
FBFM,Flood Boundary and Floodway Map
FBI,Federal Bureau of Investigation
FBR,Fast Breeder Reactor
FC,Fire Control
FC,Fire Control
FCA,Farm Credit Administration
FCC,1) Federal Communications Commission
FCC,2) Federal Coordinating Center
FCIC,Federal Crop Insurance Corporation
FCIP,Federal Crime Insurance Program
FCIS,Federal Crime Insurance System
FCO,Federal Coordinating Officer
FCP,Federal Center Plaza
FCS,1) Food and Consumer Service (obsolete, replaced by FNS)
FCS,2) Farm Credit Service
FCT,Forward Coordinating Team
FD,1) Fire Department
FD,2) Foundation Data
FDA,Food and Drug Administration
FDIC,Federal Deposit Insurance Corporation
FE,Functional Exercise
FEB,1) Federal Executive Branch
FEB,2) Federal executive Board
FEC,Facility Emergency Coordinator
FECA,Federal Employees Compensation Act
FECC,Federal Emergency Communications Coordinator
FEDD,Flood Elevation Determination Docket
FED-STD,Federal Standard
FEFFLA,Federal Employees Family Friendly Leave Act
FEGLI,Federal Employees Group Life Insurance
FEHB,Federal Employees Health Benefit
FEI,Federal Executive Institute
FEMA,Federal Emergency Management Agency
FEMAAR,Federal Emergency Management Agency Acquisition Regulation
FEMIS,Federal Emergency Management Information System
FEST,Foreign Emergency Support Team
FICEMS,Federal Interagency Committee on Emergency Medical Services
FICO,Flood Insurance Claims Office(r)
FIDLER,Field Instrument for the Detection of Low Energy Radiation
FIMA,Federal Insurance and Mitigation Administration
FIOC,Federal Interagency Operations Center
FIP,Federal Information Processing
FIPNC,Flood Insurance Producers National Committee
FIPS,Federal Information Processing Standards
FIR,1) Flood Insurance Report
FIR,2) Final Inspection Report
FIR,3) Federal Inspection Report
FIRM,Flood Insurance Rate Map
FIRMPD,Federal Information Resources Management Policy and Procedural Directive
FIRMR,Federal Information Resources Management Regulation
FIS,Flood Insurance Study
FIT,1) Financial Information Tool
FIT,2) Failed Income Test
FLAG,FEMA Logistics Advisory Group
FLETC,Federal Law Enforcement Training Center
FLIR,Forward-Looking Infrared
FLRA,Federal Labor Relations Authority
FLS,Flood Statement
FM,1) Financial Management
FM,2) Frequency Modulation
FM,3) Titanium tetrachloride (symbol for)
FMA,1) Flood Mitigation Assistance
FMA,2) Floodplain Management Association
FMAGP,Fire Management Assistance Grant Program
FMANA,Fire Marshals Association of North America
FMAP,1) Flood Mitigation Assistance Program
FMAP,2) Fire Management Assistance Program
FMC,1) Federal Management Circular
FMC,2) Fully Mission Capable
FMCIMS,Flood Map Center Inventory Management System
FMCS,Federal Mediation and Conciliation Service
FMCSA,Federal Motor Carrier Safety Administration
FMDC,Flood Map Distribution Center
FMH,Federal Meteorological Handbook
FmHA,Farmers Home Administration
FMHCSS,Federal Manufactured Home Construction and Safety Standards
FMLA,Family and Medical Leave Act
FMP,Fishery Management Plan
FMR,Fair Market Rental
FMS,Financial Management System
FMV,Fair Market Value
FNARS,FEMA National Radio System
FNS,Food and Nutrition Service
FOB,Federal Office Building
FOC,1) FEMA Operations Center
FOC,2) Free Of Charge
FOC,3) Full Operating Capability
FOD,Foreign Object Damage
FOF,Field Operating Facility
FOG,Field Operating (or Operations) Guide
FOIA,Freedom of Information Act
FONSI,Finding Of No Significant Impact
FORSCOM,Forces Command
FOS,1) Family of Services
FOS,2) Federal Operations Support
FOSC,Federal On-Scene Coordinator
FOUO,For Official use Only
FOV,Field Of View
FPA,Federal Preparedness Agency (obsolete)
FPC,1) Federal Preparedness Circular
FPC,2) Federal Power Commission
FPEIS,Federal Programmatic Environmental Impact Statement
FPF,Federal Policy Fee
FPG,Federal Preparedness Guide
FPMR,Federal Property Management Regulation
FPO,Flood Potential Outlook
FPS,Federal Protective Service
FR,Field Reference
FRA,Federal Railroad Administration
FRB,Federal Reserve Board
FRC,Federal Regional Center
FRCM,FEMA Regional Communications Manager
FRD,Formerly Restricted Data
FRERP,Federal Radiological Emergency Response Plan
FRID,Flood Risk Directory
FRMAC,Federal Radiological Monitoring and Assessment Center
FRMAP,Federal Radiological Monitoring and Assessment Plan
FRN,Federal Register Notice
FRO,Flood Response Office
FRP,Federal Response Plan
FRPCC,Federal Radiological Preparedness Coordinating Committee
FRPG,Federal Response Planning Guidance
FRS,Federal Reserve System
FRSA,Federal Railroad Safety Act
FS,1) Forest Service
FS,2) Sulfur trioxide solution (symbol for)
FSA,1) Farm Service Agency
FSA,2) Fire Suppression Assistance
FSB,Forward Support Base
FSC,1) Federal Support Center
FSC,2) FEMA Storage Center
FSE,Full-Scale Exercise
FSG,Financial Services Group
FSIS,Food Safety and Inspection Service
FSLIC,Federal Savings and Loan Insurance Corporation
FSM,Federated States of Micronesia
FSN,1) Federal Stock Number
FSN,2) FEMA Switched Network
FSR,Financial Status Report
FSS,1) Federal Supply Service
FSS,2) Family Support Services (NTSB)
FSTS,Federal Secure Telephone System
FSVS,FEMA Secure Video System
FT,Full-Time
FTA,Federal Transit Administration
FTC,Federal Trade Commission
FTD,Federal Travel Directory
FTE,Full-Time Equivalent
FTP,File Transfer Protocol
FTS,1) Federal Telephone System
FTS,2) Federal Telecommunications Service
FTS,3) Forms Tracking System
FTX,Field Training Exercise
FW,Fire Weather
FWAN,FEMA Wide Area Network
FWD,Forward
FWP,Federal Women’s Program
FWPCA,Federal Water Pollution Control Act
FWS,U.S. Fish and Wildlife Service
FY,Fiscal Year
FYI,For Your Information
FZ,Flood Zone
FZDC,Flood Zone Determination Company
GA,1) General Adjuster
GA,2) Tabun (symbol for)
GAAP,Generally Accepted Accounting Principles
GAAS,Generally Accepted Auditing Standards
GACC,Geographic Area Coordination Center
GA/FBO,General Aviation/Fixed-Base Operations
GAO,General Accounting Office
GAR,Governor’s Authorized Representative
GB,1) Gigabyte
GB,2) Sarin (symbol for)
GBL,Government Bill of Lading
GBPS,Gigabytes Per Second
GC,General Counsel
GCCS,Global Command and Communications System
GCE,Government Cost Estimate
GCO,Grant Coordinating Officer
GCOS,Global Climate Observing System
GCS,Ground Control Station
GD,Soman/Viscous Soman (symbol for)
GDIN,Global Disaster Information Network
GDNP,Gross Domestic National Product
GDS,Geographic Display System
GDSS,Global Decision Support System
GDT,Ground Data Terminal
GE,1) General Emergency
GE,2) symbol for a type of nerve agent
GEMA,Georgia Emergency Management Agency
GEMINI,Global Emergency Management Information Network Initiative
GEMS,Global Emergency Management System
GETS,Government Emergency Telecommunications Service
GF,Cyclosarin (symbol for)
GFE,Government-Furnished Equipment
GFI,Government-Furnished Information
GFIP,Group Flood Insurance Policy
GFM,Government-Furnished Material
GGI&S,Global Geospatial Information and Services
GHAD,Geologic Hazard Abatement District
GI,1) Geographic Information
GI,2) Ground Infantry
GIL,Grant-In-Lieu
GIS,Geographic Information System
GIWW,Gulf Intracoastal Waterway
GLOSS,Global Sea Level Observing System
GM,Guidance Memorandum
GMF,Government Master File
GMR,Graduated Mobilization Response
GMT,Greenwich Mean Time (a.k.a. ZULU Time)
GNIS,Geographic Names Information System
GOALS,Government On-Line Accounting Link System
GOCO,Government-Owned, Contractor-Administered
GOES,Geostationary Operational Environmental Satellite
GOGO,Government-Owned, Government-Operated
GOSC,Global Operations Security Center
GOTS,Government Off-The-Shelf
GOV,Government Owned Vehicle
GPL,General Population Level
GPLD,Government Property Lost or Damaged
GPM,Gallons Per Minute
GPMRC,Global Patient Movement Requirements Center
GPO,Government Printing Office
GPRA,Government Performance and Results Act
GPS,Global Positioning System
GS,1) General Schedule
GS,2) Geological Survey
GS,3) Geo-Stationary
GS,4) Group Supervisor
GSA,General Services Administration
GSAAR,General Services Administration Acquisition Regulation
GSACR,GSA Communications Representative
GST,Ground Support Team
GTA,1) Government Travel Authorization
GTA,2) Government Travel Account
GTM,Government Technical Monitor
GTR,1) Government Transportation Request
GTR,2) Government Technical Representative
GTS,Global Telecommunications System
GUI,Geographical User Interface
H,Mustard Agent (symbol for)
H&H,Hydraulics and Hydrology
HADT,Hawaiian Daylight Time  (GMT - 9)
HAI,Human Affairs International
HAN,Health Alert Network
HAST,1) Hawaiian Standard Time  
HAST,2) Humanitarian Assistance Survey Team
HAWAS,Hawaiian Warning System
HAZMAT,Hazardous Material(s)
HAZMIN,Hazard Minimization
HAZMIT,Hazard Mitigation
HAZUS,Hazards – United States
HAZWOPER,Hazardous Waste Operation and Emergency Response
HBX,High-Blast Explosive
HC,1) Health Canada
HC,2) Hexachlorethane (symbol for)
HCF,Height Correction Factor
HCFA,Health Care Financing Administration
HCN,Hydrogen cyanide (symbol for)
HD,1) Hurricane Day
HD,2) Distilled mustard (symbol for)
HDD,Heating Degree days
HDP,Hurricane Destruction Potential
HE,High Explosive
HEAR,Hospital Emergency Area Network
HEICS,Hospital Emergency Incident Command System
HELP,Health Emergencies in Large Populations
HEMP,High Altitude Electromagnetic Pulse
HERN,Hospital Emergency Radio Network
HERT,Hospital Emergency Response Team
HES,Hurricane Evacuation Study
HET-ESF,DOT Emergency Transportation Emergency Support Function
HEU,Highly Enriched Uranium
HEW,Health, Education, and Welfare
HF,High Frequency
HF/SSB,High Frequency / Single Side Band
HHA,High Hazard Area
HHD,Headquarters and Headquarters Detachment
HHS,Health and Human Services
HHSEOC,Health and Human Services Emergency Operations Center
HIC,Hydrologist-in-Charge
HIP,Housing Improvement Program
HL,1) Hotline
HL,2) Help Line
HL,3) Mustard-Lewisite (symbol for)
HLS,1) Hurricane Local Statement
HLS,2) Homeland Security (DoD)
HLT,Hurricane Liaison Team
HLW,High-Level Waste
HM,Hazard Mitigation
HMAC,Hazardous Materials Advisory Council
HMC,Hazard Mitigation Coordinator
HME,Health, Medical, and Environmental
HMGP,Hazard Mitigation Grant Program
HMIX,Hazardous Materials Information Exchange
HMMWV,Highly Mobile Multipurpose Wheeled Vehicle
HMRU,Hazardous Materials Response Unit
HMST,Hazard Mitigation Survey Team
HMTA,Hazardous Materials Transportation Act
HMTAP,Hazard Mitigation Technical Assistance Program (or Plan)
HMTUSA,Hazardous Materials Transportation Uniform Safety Act
HN,Nitrogen mustard (symbol for)
HNAT,Human Needs Assessment Team
HOB,Height of Burst
HOH,Head Of Household
HOPWA,Housing Opportunities for Persons With AIDS
HP,1) Hurricane Program
HP,2) Hewlett-Packard
HPAC,Hazard Prediction and Assessment Capability
HPC,Hydrometeorological Prediction Center
HPRP,Home Protection Roofing Program
HQ,Headquarters
HQDA,Headquarters, Department of the Army
HQUSACE,Headquarters, US Army Corps of Engineers
HR,1) Human Resources
HR,2) House of Representatives
HR,3) Home Repair
HRCQ,Highway Route Controlled Quantity
HRDI,High Resolution Doppler Imager
HRPT,High Resolution Picture Transmission
HRT,Hostage Rescue Team
HS,Human Services
HSAS,Homeland Security Advisory System
HSC,1) Homeland Security Council
HSC,2) Health Service Command
HSEES,Hazardous Substances Emergency Event Surveillance System
HSO,Human Services Officer
HSPD,Homeland Security Presidential Directive
HSS,1) Health Service Support
HSS,2) Hyperspectral Sensor System
HT,Mustard-T (symbol for)
HTGR,High-Temperature Gas-Cooled Reactor
HTML,HyperText Markup Language
HUB,Historically Underutilized Business
HUD,(Department of) Housing and Urban Development
HUMINT,Human Intelligence
HURCON,Hurricane Condition
HUREVAC,Hurricane Evacuation
HVAC,Heating, Ventilating, and Air Conditioning
HWC,Health and Welfare Canada
HWM,High Water Mark
HWR,Heavy Water Reactor
Hz,Hertz
IA,1) Individual Assistance
IA,2) In and Around
IAA,Interagency Agreement
IACNDR,Inter-American Committee for Natural Disaster Reduction
IACP,International Association of Chiefs of Police
IAD,Indirect Air Carrier
IAEA,International Atomic Energy Agency
IAEM,International Association of Emergency Managers
IAFC,International Association of Fire Chiefs
IAFF,International Association of Fire Fighters
IAG,Interagency Advisory Group
IAM,Incident Activity Manager
IAO,Individual Assistance Officer
IAP,Incident Action Plan
IAW,In Accordance With
IBAD,Interim Biological Agent Detector
IBC,International Broadcast Center
IBD,Improvised Biological Device
IBDS,Integrated Biological Detection System
IBHS,Institute for Business and Home Safety
IBS,Integrated Baseline System
IBWA,International Bottled Water Association
IC,1) Incident Commander
IC,2) Information Collection
ICAF,Industrial College of the Armed Forces
ICAO,International Civil Aviation Organization
ICBM,Intercontinental Ballistic Missile
ICC,1) Incident Command Center
ICC,2) Increased Cost of Compliance
ICC,3) International Code Council
ICC,4) Interstate Commerce Commission (obsolete; replaced by STB)
ICCB,Intergovernmental Consultation and Coordination Board
ICCOH,Interagency Coordinating Committee On Hurricanes
ICD,1) Improvised Chemical Device
ICD,2) Institute for Chemical Defense
ICF,Insulating Concrete Forms
ICIMPP,Integrated Civilian Industrial Mobilization Planning Process
ICISF,International Critical Incident Stress Foundation
ICMA,International City/County Managers’ Association
ICMOP,Integrated CONUS Medical Operations Plan
ICODS,Interagency Committee on Dam Safety
ICP,1) Incident Command Post
ICP,2) Information Collection Plan
ICPAE,Interagency Committee for Public Affairs in Emergencies
ICRC,International Committee of the Red Cross
ICS,1) Incident Command System
ICS,2) Initial Contingency Staff
ICSSC,Interagency Committee on Seismic Safety in Construction
ICU,1) Information Coordination Unit
ICU,2) Incident Crisis Unit
ICUMP,Integrated CONUS Medical Mobilization Plan
ICWW,Intracoastal Waterway
ID,Identification
IDEM,Iowa Department of Emergency Management
IDEX,Image Data Exploitation (System)
IDIQ,Indefinite Delivery, Indefinite Quantity
IDLH,Immediate Danger to Life and Health
IDP,Imagery-Derived Product
IDPP,Infectious Disease Prevention Program
IDR,Institute for Disaster Research
